protocol,fold,method,key,value
lolo,41,wcl_residual,alpha_grid,"[0.1, 1.0, 10.0, 100.0]"
lolo,41,wcl_residual,cv_scores,"{'0.1': 2.9694696830834775, '1.0': 2.8647891375630024, '10.0': 2.8553536427730433, '100.0': 3.1246996955695456}"
lolo,41,wcl_residual,n_train_locations,58
lolo,42,wcl_residual,selected_alpha,1.0
lolo,42,wcl_residual,alpha_grid,"[0.1, 1.0, 10.0, 100.0]"
lolo,42,wcl_residual,cv_scores,"{'0.1': 2.8435872534857376, '1.0': 2.7576490346467715, '10.0': 2.7666761551751344, '100.0': 3.086330230114961}"
lolo,42,wcl_residual,n_train_locations,58
lolo,43,wcl_residual,selected_alpha,1.0
lolo,43,wcl_residual,alpha_grid,"[0.1, 1.0, 10.0, 100.0]"
lolo,43,wcl_residual,cv_scores,"{'0.1': 2.8642607123663604, '1.0': 2.7003981558175814, '10.0': 2.784273458193904, '100.0': 3.176822012552784}"
lolo,43,wcl_residual,n_train_locations,58
lolo,44,wcl_residual,selected_alpha,1.0
lolo,44,wcl_residual,alpha_grid,"[0.1, 1.0, 10.0, 100.0]"
lolo,44,wcl_residual,cv_scores,"{'0.1': 2.876345913134777, '1.0': 2.7446316627788843, '10.0': 2.7669165028593947, '100.0': 3.1226414914779856}"
lolo,44,wcl_residual,n_train_locations,58
lolo,45,wcl_residual,selected_alpha,1.0
lolo,45,wcl_residual,alpha_grid,"[0.1, 1.0, 10.0, 100.0]"
lolo,45,wcl_residual,cv_scores,"{'0.1': 2.8973688129321054, '1.0': 2.7856102622574515, '10.0': 2.8157491656381146, '100.0': 3.1345286164587556}"
lolo,45,wcl_residual,n_train_locations,58
lolo,46,wcl_residual,selected_alpha,1.0
lolo,46,wcl_residual,alpha_grid,"[0.1, 1.0, 10.0, 100.0]"
lolo,46,wcl_residual,cv_scores,"{'0.1': 2.8186042478312014, '1.0': 2.697754174087914, '10.0': 2.7190545532575863, '100.0': 3.1072403556240116}"
lolo,46,wcl_residual,n_train_locations,58
lolo,47,wcl_residual,selected_alpha,1.0
lolo,47,wcl_residual,alpha_grid,"[0.1, 1.0, 10.0, 100.0]"
lolo,47,wcl_residual,cv_scores,"{'0.1': 2.9431127839105393, '1.0': 2.789067235723589, '10.0': 2.8208638292830117, '100.0': 3.1534614640975}"
lolo,47,wcl_residual,n_train_locations,58
lolo,48,wcl_residual,selected_alpha,1.0
lolo,48,wcl_residual,alpha_grid,"[0.1, 1.0, 10.0, 100.0]"
lolo,48,wcl_residual,cv_scores,"{'0.1': 2.840055865511777, '1.0': 2.700594374807273, '10.0': 2.782586490090774, '100.0': 3.1408531282962753}"
lolo,48,wcl_residual,n_train_locations,58
lolo,49,wcl_residual,selected_alpha,1.0
lolo,49,wcl_residual,alpha_grid,"[0.1, 1.0, 10.0, 100.0]"
lolo,49,wcl_residual,cv_scores,"{'0.1': 2.905248930656568, '1.0': 2.755396514523763, '10.0': 2.8142104558241963, '100.0': 3.1572838877111264}"
lolo,49,wcl_residual,n_train_locations,58
lolo,50,wcl_residual,selected_alpha,1.0
lolo,50,wcl_residual,alpha_grid,"[0.1, 1.0, 10.0, 100.0]"
lolo,50,wcl_residual,cv_scores,"{'0.1': 2.9517526717614446, '1.0': 2.777624367878361, '10.0': 2.8004324966262417, '100.0': 3.1393780923288848}"
lolo,50,wcl_residual,n_train_locations,58
lolo,51,wcl_residual,selected_alpha,1.0
lolo,51,wcl_residual,alpha_grid,"[0.1, 1.0, 10.0, 100.0]"
lolo,51,wcl_residual,cv_scores,"{'0.1': 2.976003684409088, '1.0': 2.8113192852484246, '10.0': 2.8501483247397883, '100.0': 3.183043525107667}"
lolo,51,wcl_residual,n_train_locations,58
lolo,52,wcl_residual,selected_alpha,1.0
lolo,52,wcl_residual,alpha_grid,"[0.1, 1.0, 10.0, 100.0]"
lolo,52,wcl_residual,cv_scores,"{'0.1': 2.591934555855943, '1.0': 2.5458258036494184, '10.0': 2.7667266470711094, '100.0': 3.154653667015764}"
lolo,52,wcl_residual,n_train_locations,58
lolo,53,wcl_residual,selected_alpha,1.0
lolo,53,wcl_residual,alpha_grid,"[0.1, 1.0, 10.0, 100.0]"
lolo,53,wcl_residual,cv_scores,"{'0.1': 2.7863022317601915, '1.0': 2.691502607071975, '10.0': 2.7780288074088406, '100.0': 3.114543614892791}"
lolo,53,wcl_residual,n_train_locations,58
lolo,54,wcl_residual,selected_alpha,1.0
lolo,54,wcl_residual,alpha_grid,"[0.1, 1.0, 10.0, 100.0]"
lolo,54,wcl_residual,cv_scores,"{'0.1': 2.884712173638508, '1.0': 2.788441281546999, '10.0': 2.852925683810595, '100.0': 3.1634944576833854}"
lolo,54,wcl_residual,n_train_locations,58
lolo,55,wcl_residual,selected_alpha,1.0
lolo,55,wcl_residual,alpha_grid,"[0.1, 1.0, 10.0, 100.0]"
lolo,55,wcl_residual,cv_scores,"{'0.1': 2.7581938368602534, '1.0': 2.648841909345958, '10.0': 2.6840532001432766, '100.0': 3.0791170107900743}"
lolo,55,wcl_residual,n_train_locations,58
lolo,56,wcl_residual,selected_alpha,10.0
lolo,56,wcl_residual,alpha_grid,"[0.1, 1.0, 10.0, 100.0]"
lolo,56,wcl_residual,cv_scores,"{'0.1': 3.091966742786155, '1.0': 2.9432532239839335, '10.0': 2.86212880079745, '100.0': 3.169764720114429}"
lolo,56,wcl_residual,n_train_locations,58
lolo,57,wcl_residual,selected_alpha,1.0
lolo,57,wcl_residual,alpha_grid,"[0.1, 1.0, 10.0, 100.0]"
lolo,57,wcl_residual,cv_scores,"{'0.1': 2.6558747848825703, '1.0': 2.621299359535895, '10.0': 2.7770218535067115, '100.0': 3.1883115083547753}"
lolo,57,wcl_residual,n_train_locations,58
lolo,58,wcl_residual,selected_alpha,1.0
lolo,58,wcl_residual,alpha_grid,"[0.1, 1.0, 10.0, 100.0]"
lolo,58,wcl_residual,cv_scores,"{'0.1': 2.782440878592841, '1.0': 2.694306531323396, '10.0': 2.7602629475596814, '100.0': 3.1528346365345508}"
lolo,58,wcl_residual,n_train_locations,58
lolo,59,wcl_residual,selected_alpha,1.0
lolo,59,wcl_residual,alpha_grid,"[0.1, 1.0, 10.0, 100.0]"
lolo,59,wcl_residual,cv_scores,"{'0.1': 2.6674989337746275, '1.0': 2.616654409352587, '10.0': 2.7303837552734542, '100.0': 3.119935306006154}"
lolo,59,wcl_residual,n_train_locations,58
lolo,1,joint_fp,selected_eta,2.0
lolo,1,joint_fp,selected_k,5
lolo,1,joint_fp,selected_weighting,inv_sq
lolo,1,joint_fp,cv_scores,"{'eta=0.0,k=3,w=inv': 1.7926650903995829, 'eta=0.0,k=3,w=inv_sq': 1.713143357536236, 'eta=0.0,k=5,w=inv': 1.888362593318716, 'eta=0.0,k=5,w=inv_sq': 1.6765531695971365, 'eta=0.5,k=3,w=inv': 1.7926705886139587, 'eta=0.5,k=3,w=inv_sq': 1.7129891349261561, 'eta=0.5,k=5,w=inv': 1.8885675495412053, 'eta=0.5,k=5,w=inv_sq': 1.6765119499820638, 'eta=1.0,k=3,w=inv': 1.7926760539899285, 'eta=1.0,k=3,w=inv_sq': 1.7128351667392092, 'eta=1.0,k=5,w=inv': 1.8887719416262636, 'eta=1.0,k=5,w=inv_sq': 1.6764704577402905, 'eta=2.0,k=3,w=inv': 1.7926868869103962, 'eta=2.0,k=3,w=inv_sq': 1.7125279902235475, 'eta=2.0,k=5,w=inv': 1.889179042875786, 'eta=2.0,k=5,w=inv_sq': 1.6763866622852104, 'eta=4.0,k=3,w=inv': 1.7927081661537914, 'eta=4.0,k=3,w=inv_sq': 1.7119166529896945, 'eta=4.0,k=5,w=inv': 1.8954416947774693, 'eta=4.0,k=5,w=inv_sq': 1.6803111855955168}"
lolo,2,joint_fp,selected_eta,2.0
lolo,2,joint_fp,selected_k,5
lolo,2,joint_fp,selected_weighting,inv_sq
lolo,2,joint_fp,cv_scores,"{'eta=0.0,k=3,w=inv': 1.8589844681413241, 'eta=0.0,k=3,w=inv_sq': 1.7654375078718159, 'eta=0.0,k=5,w=inv': 1.9471485396582797, 'eta=0.0,k=5,w=inv_sq': 1.7233578877078295, 'eta=0.5,k=3,w=inv': 1.8590011927690961, 'eta=0.5,k=3,w=inv_sq': 1.7652865833001212, 'eta=0.5,k=5,w=inv': 1.9473259463850314, 'eta=0.5,k=5,w=inv_sq': 1.7233134122686158, 'eta=1.0,k=3,w=inv': 1.8590178443868528, 'eta=1.0,k=3,w=inv_sq': 1.765135900644029, 'eta=1.0,k=5,w=inv': 1.947502801372121, 'eta=1.0,k=5,w=inv_sq': 1.723268636977049, 'eta=2.0,k=3,w=inv': 1.8590509299967506, 'eta=2.0,k=3,w=inv_sq': 1.764835257813082, 'eta=2.0,k=5,w=inv': 1.9478548658572814, 'eta=2.0,k=5,w=inv_sq': 1.7231781942516617, 'eta=4.0,k=3,w=inv': 1.8591162404302208, 'eta=4.0,k=3,w=inv_sq': 1.7642368394574062, 'eta=4.0,k=5,w=inv': 1.9540075955903777, 'eta=4.0,k=5,w=inv_sq': 1.7270891018465149}"
lolo,3,joint_fp,selected_eta,2.0
lolo,3,joint_fp,selected_k,5
lolo,3,joint_fp,selected_weighting,inv_sq
lolo,3,joint_fp,cv_scores,"{'eta=0.0,k=3,w=inv': 1.832695421491235, 'eta=0.0,k=3,w=inv_sq': 1.7237162752106296, 'eta=0.0,k=5,w=inv': 1.9310778605249446, 'eta=0.0,k=5,w=inv_sq': 1.6807581755049916, 'eta=0.5,k=3,w=inv': 1.8326481280023006, 'eta=0.5,k=3,w=inv_sq': 1.7235618111228352, 'eta=0.5,k=5,w=inv': 1.931234893656592, 'eta=0.5,k=5,w=inv_sq': 1.680701070567251, 'eta=1.0,k=3,w=inv': 1.8326009373830865, 'eta=1.0,k=3,w=inv_sq': 1.723407651083465, 'eta=1.0,k=5,w=inv': 1.931391491563808, 'eta=1.0,k=5,w=inv_sq': 1.6806437609406175, 'eta=2.0,k=3,w=inv': 1.8325068631810824, 'eta=2.0,k=3,w=inv_sq': 1.7231002382471763, 'eta=2.0,k=5,w=inv': 1.9317033889448842, 'eta=2.0,k=5,w=inv_sq': 1.6805285329829323, 'eta=4.0,k=3,w=inv': 1.8323199320353427, 'eta=4.0,k=3,w=inv_sq': 1.7224890076154005, 'eta=4.0,k=5,w=inv': 1.9377771554862167, 'eta=4.0,k=5,w=inv_sq': 1.6843909896775806}"
lolo,4,joint_fp,selected_eta,2.0
lolo,4,joint_fp,selected_k,5
lolo,4,joint_fp,selected_weighting,inv_sq
lolo,4,joint_fp,cv_scores,"{'eta=0.0,k=3,w=inv': 1.823958245803845, 'eta=0.0,k=3,w=inv_sq': 1.7396326399727249, 'eta=0.0,k=5,w=inv': 1.9149178895944527, 'eta=0.0,k=5,w=inv_sq': 1.6957670036010177, 'eta=0.5,k=3,w=inv': 1.8238649212019777, 'eta=0.5,k=3,w=inv_sq': 1.7394283729491524, 'eta=0.5,k=5,w=inv': 1.9150242548181167, 'eta=0.5,k=5,w=inv_sq': 1.6956560557847216, 'eta=1.0,k=3,w=inv': 1.8237718039308248, 'eta=1.0,k=3,w=inv_sq': 1.739224477001567, 'eta=1.0,k=5,w=inv': 1.9151302994765858, 'eta=1.0,k=5,w=inv_sq': 1.695544978659534, 'eta=2.0,k=3,w=inv': 1.823586188382651, 'eta=2.0,k=3,w=inv_sq': 1.738817793477348, 'eta=2.0,k=5,w=inv': 1.9153414325906055, 'eta=2.0,k=5,w=inv_sq': 1.6953224417886161, 'eta=4.0,k=3,w=inv': 1.8232174124894174, 'eta=4.0,k=3,w=inv_sq': 1.7380088262546447, 'eta=4.0,k=5,w=inv': 1.9212150274169102, 'eta=4.0,k=5,w=inv_sq': 1.6989711845268312}"
lolo,5,joint_fp,selected_eta,2.0
lolo,5,joint_fp,selected_k,5
lolo,5,joint_fp,selected_weighting,inv_sq
lolo,5,joint_fp,cv_scores,"{'eta=0.0,k=3,w=inv': 1.7995795670159576, 'eta=0.0,k=3,w=inv_sq': 1.7015835367958376, 'eta=0.0,k=5,w=inv': 1.9119451237754974, 'eta=0.0,k=5,w=inv_sq': 1.6610023693342506, 'eta=0.5,k=3,w=inv': 1.7995679366994568, 'eta=0.5,k=3,w=inv_sq': 1.7014477942908453, 'eta=0.5,k=5,w=inv': 1.9121146560580367, 'eta=0.5,k=5,w=inv_sq': 1.660972970227691, 'eta=1.0,k=3,w=inv': 1.7995563149740872, 'eta=1.0,k=3,w=inv_sq': 1.7013123325494766, 'eta=1.0,k=5,w=inv': 1.912283686375048, 'eta=1.0,k=5,w=inv_sq': 1.6609433207786732, 'eta=2.0,k=3,w=inv': 1.7995330973342456, 'eta=2.0,k=3,w=inv_sq': 1.7010422468918491, 'eta=2.0,k=5,w=inv': 1.9126202497987688, 'eta=2.0,k=5,w=inv_sq': 1.6608832768876165, 'eta=4.0,k=3,w=inv': 1.7994867655512488, 'eta=4.0,k=3,w=inv_sq': 1.7005053959594283, 'eta=4.0,k=5,w=inv': 1.9187425633084532, 'eta=4.0,k=5,w=inv_sq': 1.6648555612038887}"
lolo,6,joint_fp,selected_eta,2.0
lolo,6,joint_fp,selected_k,5
lolo,6,joint_fp,selected_weighting,inv_sq
lolo,6,joint_fp,cv_scores,"{'eta=0.0,k=3,w=inv': 1.7994709445035428, 'eta=0.0,k=3,w=inv_sq': 1.6877083028414415, 'eta=0.0,k=5,w=inv': 1.9269582505739018, 'eta=0.0,k=5,w=inv_sq': 1.6772660317827508, 'eta=0.5,k=3,w=inv': 1.799460619827624, 'eta=0.5,k=3,w=inv_sq': 1.6875423823075413, 'eta=0.5,k=5,w=inv': 1.927085524388028, 'eta=0.5,k=5,w=inv_sq': 1.6771752257450079, 'eta=1.0,k=3,w=inv': 1.799450306984427, 'eta=1.0,k=3,w=inv_sq': 1.6873768033017156, 'eta=1.0,k=5,w=inv': 1.9272123747642733, 'eta=1.0,k=5,w=inv_sq': 1.677084288146306, 'eta=2.0,k=3,w=inv': 1.7994297167661621, 'eta=2.0,k=3,w=inv_sq': 1.6870466647670195, 'eta=2.0,k=5,w=inv': 1.9274648129840684, 'eta=2.0,k=5,w=inv_sq': 1.6769020229039162, 'eta=4.0,k=3,w=inv': 1.7993886779851611, 'eta=4.0,k=3,w=inv_sq': 1.686390430222413, 'eta=4.0,k=5,w=inv': 1.9334198085082748, 'eta=4.0,k=5,w=inv_sq': 1.6806312746082859}"
lolo,7,joint_fp,selected_eta,2.0
lolo,7,joint_fp,selected_k,5
lolo,7,joint_fp,selected_weighting,inv_sq
lolo,7,joint_fp,cv_scores,"{'eta=0.0,k=3,w=inv': 1.8386072515432133, 'eta=0.0,k=3,w=inv_sq': 1.7278467397979003, 'eta=0.0,k=5,w=inv': 1.9680065828081312, 'eta=0.0,k=5,w=inv_sq': 1.7184002315834068, 'eta=0.5,k=3,w=inv': 1.8385580571936442, 'eta=0.5,k=3,w=inv_sq': 1.7276072149892736, 'eta=0.5,k=5,w=inv': 1.9680954382418248, 'eta=0.5,k=5,w=inv_sq': 1.7182402628398166, 'eta=1.0,k=3,w=inv': 1.838508943445355, 'eta=1.0,k=3,w=inv_sq': 1.7273681550083337, 'eta=1.0,k=5,w=inv': 1.96818393887124, 'eta=1.0,k=5,w=inv_sq': 1.7180803121903592, 'eta=2.0,k=3,w=inv': 1.8384109569624916, 'eta=2.0,k=3,w=inv_sq': 1.7268914232090742, 'eta=2.0,k=5,w=inv': 1.968359882720975, 'eta=2.0,k=5,w=inv_sq': 1.717760468004124, 'eta=4.0,k=3,w=inv': 1.838215942554838, 'eta=4.0,k=3,w=inv_sq': 1.7259434684404165, 'eta=4.0,k=5,w=inv': 1.9741627046027157, 'eta=4.0,k=5,w=inv_sq': 1.7212163378978556}"
lolo,8,joint_fp,selected_eta,4.0
lolo,8,joint_fp,selected_k,3
lolo,8,joint_fp,selected_weighting,inv_sq
lolo,8,joint_fp,cv_scores,"{'eta=0.0,k=3,w=inv': 1.801594000495584, 'eta=0.0,k=3,w=inv_sq': 1.7117139519401205, 'eta=0.0,k=5,w=inv': 1.9806424924378523, 'eta=0.0,k=5,w=inv_sq': 1.7327747114407024, 'eta=0.5,k=3,w=inv': 1.801509163675614, 'eta=0.5,k=3,w=inv_sq': 1.7114957601624308, 'eta=0.5,k=5,w=inv': 1.980736531207661, 'eta=0.5,k=5,w=inv_sq': 1.7326235011218447, 'eta=1.0,k=3,w=inv': 1.8014245333122267, 'eta=1.0,k=3,w=inv_sq': 1.7112780044969285, 'eta=1.0,k=5,w=inv': 1.9808302149535404, 'eta=1.0,k=5,w=inv_sq': 1.7324722921420403, 'eta=2.0,k=3,w=inv': 1.801255888762715, 'eta=2.0,k=3,w=inv_sq': 1.710843795353473, 'eta=2.0,k=5,w=inv': 1.981016524117881, 'eta=2.0,k=5,w=inv_sq': 1.7321698811000898, 'eta=4.0,k=3,w=inv': 1.8009210422640678, 'eta=4.0,k=3,w=inv_sq': 1.709980543199558, 'eta=4.0,k=5,w=inv': 1.986840071181353, 'eta=4.0,k=5,w=inv_sq': 1.7356604170043615}"
lolo,9,joint_fp,selected_eta,4.0
lolo,9,joint_fp,selected_k,3
lolo,9,joint_fp,selected_weighting,inv_sq
lolo,9,joint_fp,cv_scores,"{'eta=0.0,k=3,w=inv': 1.8211833274686875, 'eta=0.0,k=3,w=inv_sq': 1.699868941569788, 'eta=0.0,k=5,w=inv': 2.028301370664089, 'eta=0.0,k=5,w=inv_sq': 1.7014343659977613, 'eta=0.5,k=3,w=inv': 1.8211536549323581, 'eta=0.5,k=3,w=inv_sq': 1.6996675625199378, 'eta=0.5,k=5,w=inv': 2.028451236138537, 'eta=0.5,k=5,w=inv_sq': 1.7012930995327016, 'eta=1.0,k=3,w=inv': 1.821124039388563, 'eta=1.0,k=3,w=inv_sq': 1.6994665943555043, 'eta=1.0,k=5,w=inv': 2.0286006422263405, 'eta=1.0,k=5,w=inv_sq': 1.7011518512626274, 'eta=2.0,k=3,w=inv': 1.821064978640854, 'eta=2.0,k=3,w=inv_sq': 1.6990658847221551, 'eta=2.0,k=5,w=inv': 2.0288980844453253, 'eta=2.0,k=5,w=inv_sq': 1.7008694116523362, 'eta=4.0,k=3,w=inv': 1.8209475340719588, 'eta=4.0,k=3,w=inv_sq': 1.6982693309308237, 'eta=4.0,k=5,w=inv': 2.0349426612002866, 'eta=4.0,k=5,w=inv_sq': 1.7044000866239193}"
lolo,10,joint_fp,selected_eta,4.0
lolo,10,joint_fp,selected_k,3
lolo,10,joint_fp,selected_weighting,inv_sq
lolo,10,joint_fp,cv_scores,"{'eta=0.0,k=3,w=inv': 1.7784419670146059, 'eta=0.0,k=3,w=inv_sq': 1.6773965150326045, 'eta=0.0,k=5,w=inv': 1.9917228033574372, 'eta=0.0,k=5,w=inv_sq': 1.6853076835531549, 'eta=0.5,k=3,w=inv': 1.778416196881266, 'eta=0.5,k=3,w=inv_sq': 1.6772004230252475, 'eta=0.5,k=5,w=inv': 1.9918902693077163, 'eta=0.5,k=5,w=inv_sq': 1.6851969819848707, 'eta=1.0,k=3,w=inv': 1.7783904758889029, 'eta=1.0,k=3,w=inv_sq': 1.6770047339016434, 'eta=1.0,k=5,w=inv': 1.992057216635754, 'eta=1.0,k=5,w=inv_sq': 1.6850862344649529, 'eta=2.0,k=3,w=inv': 1.7783391807954667, 'eta=2.0,k=3,w=inv_sq': 1.6766145584545924, 'eta=2.0,k=5,w=inv': 1.9923895646538183, 'eta=2.0,k=5,w=inv_sq': 1.6848646070215052, 'eta=4.0,k=3,w=inv': 1.7782371744767147, 'eta=4.0,k=3,w=inv_sq': 1.6758389782149858, 'eta=4.0,k=5,w=inv': 1.9985032533869667, 'eta=4.0,k=5,w=inv_sq': 1.6885161715862627}"
lolo,11,joint_fp,selected_eta,2.0
lolo,11,joint_fp,selected_k,5
lolo,11,joint_fp,selected_weighting,inv_sq
lolo,11,joint_fp,cv_scores,"{'eta=0.0,k=3,w=inv': 1.8327221305617345, 'eta=0.0,k=3,w=inv_sq': 1.7242012619790201, 'eta=0.0,k=5,w=inv': 2.0126017928815534, 'eta=0.0,k=5,w=inv_sq': 1.7025879649127034, 'eta=0.5,k=3,w=inv': 1.8327459461208337, 'eta=0.5,k=3,w=inv_sq': 1.724003632001282, 'eta=0.5,k=5,w=inv': 2.012774011309175, 'eta=0.5,k=5,w=inv_sq': 1.7024958692863594, 'eta=1.0,k=3,w=inv': 1.8327696600591614, 'eta=1.0,k=3,w=inv_sq': 1.7238063677728312, 'eta=1.0,k=5,w=inv': 2.0129456566906048, 'eta=1.0,k=5,w=inv_sq': 1.702403621282877, 'eta=2.0,k=3,w=inv': 1.832816785317632, 'eta=2.0,k=3,w=inv_sq': 1.723412932111371, 'eta=2.0,k=5,w=inv': 2.013287238809942, 'eta=2.0,k=5,w=inv_sq': 1.702218675657826, 'eta=4.0,k=3,w=inv': 1.83290984085641, 'eta=4.0,k=3,w=inv_sq': 1.7226304010614362, 'eta=4.0,k=5,w=inv': 2.019418756470445, 'eta=4.0,k=5,w=inv_sq': 1.7059423492723338}"
lolo,12,joint_fp,selected_eta,4.0
lolo,12,joint_fp,selected_k,3
lolo,12,joint_fp,selected_weighting,inv_sq
lolo,12,joint_fp,cv_scores,"{'eta=0.0,k=3,w=inv': 1.780332135198781, 'eta=0.0,k=3,w=inv_sq': 1.655434447411236, 'eta=0.0,k=5,w=inv': 1.9510548718193867, 'eta=0.0,k=5,w=inv_sq': 1.657779577020447, 'eta=0.5,k=3,w=inv': 1.7803443245856658, 'eta=0.5,k=3,w=inv_sq': 1.6552849725220893, 'eta=0.5,k=5,w=inv': 1.951228927158942, 'eta=0.5,k=5,w=inv_sq': 1.657775700561394, 'eta=1.0,k=3,w=inv': 1.7803564607723996, 'eta=1.0,k=3,w=inv_sq': 1.6551357326116183, 'eta=1.0,k=5,w=inv': 1.9514024660201206, 'eta=1.0,k=5,w=inv_sq': 1.6577714334152962, 'eta=2.0,k=3,w=inv': 1.780380574741443, 'eta=2.0,k=3,w=inv_sq': 1.6548379549540286, 'eta=2.0,k=5,w=inv': 1.9517480032047887, 'eta=2.0,k=5,w=inv_sq': 1.6577617356625693, 'eta=4.0,k=3,w=inv': 1.7804281773182502, 'eta=4.0,k=3,w=inv_sq': 1.6542451890601426, 'eta=4.0,k=5,w=inv': 1.9578880923976503, 'eta=4.0,k=5,w=inv_sq': 1.661833056308591}"
lolo,13,joint_fp,selected_eta,2.0
lolo,13,joint_fp,selected_k,5
lolo,13,joint_fp,selected_weighting,inv_sq
lolo,13,joint_fp,cv_scores,"{'eta=0.0,k=3,w=inv': 1.7994859446768914, 'eta=0.0,k=3,w=inv_sq': 1.6907803475471324, 'eta=0.0,k=5,w=inv': 1.9247003561720224, 'eta=0.0,k=5,w=inv_sq': 1.6369629341070675, 'eta=0.5,k=3,w=inv': 1.799463503115594, 'eta=0.5,k=3,w=inv_sq': 1.690579605928398, 'eta=0.5,k=5,w=inv': 1.924824520153731, 'eta=0.5,k=5,w=inv_sq': 1.6368725616221533, 'eta=1.0,k=3,w=inv': 1.7994410866261479, 'eta=1.0,k=3,w=inv_sq': 1.6903792191103377, 'eta=1.0,k=5,w=inv': 1.9249485382501996, 'eta=1.0,k=5,w=inv_sq': 1.6367823518441595, 'eta=2.0,k=3,w=inv': 1.799396329024963, 'eta=2.0,k=3,w=inv_sq': 1.6899795056846396, 'eta=2.0,k=5,w=inv': 1.9251961344645163, 'eta=2.0,k=5,w=inv_sq': 1.6366024593409294, 'eta=4.0,k=3,w=inv': 1.7993071164159191, 'eta=4.0,k=3,w=inv_sq': 1.6891842905738133, 'eta=4.0,k=5,w=inv': 1.9311446628157918, 'eta=4.0,k=5,w=inv_sq': 1.640340369925828}"
lolo,14,joint_fp,selected_eta,2.0
lolo,14,joint_fp,selected_k,5
lolo,14,joint_fp,selected_weighting,inv_sq
lolo,14,joint_fp,cv_scores,"{'eta=0.0,k=3,w=inv': 1.8227578377194738, 'eta=0.0,k=3,w=inv_sq': 1.7158337654151241, 'eta=0.0,k=5,w=inv': 1.9427002159554292, 'eta=0.0,k=5,w=inv_sq': 1.6651490570144616, 'eta=0.5,k=3,w=inv': 1.822732732653271, 'eta=0.5,k=3,w=inv_sq': 1.715646313530244, 'eta=0.5,k=5,w=inv': 1.9428079976545258, 'eta=0.5,k=5,w=inv_sq': 1.6650652524518554, 'eta=1.0,k=3,w=inv': 1.8227076687303319, 'eta=1.0,k=3,w=inv_sq': 1.7154592249322898, 'eta=1.0,k=5,w=inv': 1.9429154200414538, 'eta=1.0,k=5,w=inv_sq': 1.6649815927600433, 'eta=2.0,k=3,w=inv': 1.8226576639538137, 'eta=2.0,k=3,w=inv_sq': 1.715086132526221, 'eta=2.0,k=5,w=inv': 1.943129193413459, 'eta=2.0,k=5,w=inv_sq': 1.6648147452616298, 'eta=4.0,k=3,w=inv': 1.822558144165289, 'eta=4.0,k=3,w=inv_sq': 1.7143442517234104, 'eta=4.0,k=5,w=inv': 1.949007615156602, 'eta=4.0,k=5,w=inv_sq': 1.6685785130270576}"
lolo,15,joint_fp,selected_eta,2.0
lolo,15,joint_fp,selected_k,5
lolo,15,joint_fp,selected_weighting,inv_sq
lolo,15,joint_fp,cv_scores,"{'eta=0.0,k=3,w=inv': 1.8338153659766396, 'eta=0.0,k=3,w=inv_sq': 1.7545405250718957, 'eta=0.0,k=5,w=inv': 1.9514873751254032, 'eta=0.0,k=5,w=inv_sq': 1.6992153588100218, 'eta=0.5,k=3,w=inv': 1.8337741270720889, 'eta=0.5,k=3,w=inv_sq': 1.7543190574512701, 'eta=0.5,k=5,w=inv': 1.9516108655877658, 'eta=0.5,k=5,w=inv_sq': 1.6990880449742491, 'eta=1.0,k=3,w=inv': 1.8337329536322367, 'eta=1.0,k=3,w=inv_sq': 1.754097989180559, 'eta=1.0,k=5,w=inv': 1.9517342196675236, 'eta=1.0,k=5,w=inv_sq': 1.6989606400032102, 'eta=2.0,k=3,w=inv': 1.833650802606483, 'eta=2.0,k=3,w=inv_sq': 1.753657045933402, 'eta=2.0,k=5,w=inv': 1.9519805160375114, 'eta=2.0,k=5,w=inv_sq': 1.6987055630152352, 'eta=4.0,k=3,w=inv': 1.8334872802027236, 'eta=4.0,k=3,w=inv_sq': 1.7527798995935346, 'eta=4.0,k=5,w=inv': 1.957926555263468, 'eta=4.0,k=5,w=inv_sq': 1.702289695801747}"
lolo,16,joint_fp,selected_eta,2.0
lolo,16,joint_fp,selected_k,5
lolo,16,joint_fp,selected_weighting,inv_sq
lolo,16,joint_fp,cv_scores,"{'eta=0.0,k=3,w=inv': 1.7766770088004362, 'eta=0.0,k=3,w=inv_sq': 1.6943632125096557, 'eta=0.0,k=5,w=inv': 1.917823884262282, 'eta=0.0,k=5,w=inv_sq': 1.6639831995124945, 'eta=0.5,k=3,w=inv': 1.7766787465051253, 'eta=0.5,k=3,w=inv_sq': 1.6942213375492343, 'eta=0.5,k=5,w=inv': 1.9179562862410844, 'eta=0.5,k=5,w=inv_sq': 1.663932167871688, 'eta=1.0,k=3,w=inv': 1.7766804734625528, 'eta=1.0,k=3,w=inv_sq': 1.6940797014387028, 'eta=1.0,k=5,w=inv': 1.918088267396151, 'eta=1.0,k=5,w=inv_sq': 1.6638808635554583, 'eta=2.0,k=3,w=inv': 1.7766838954391018, 'eta=2.0,k=3,w=inv_sq': 1.6937971427050589, 'eta=2.0,k=5,w=inv': 1.918350974608163, 'eta=2.0,k=5,w=inv_sq': 1.6637774439877406, 'eta=4.0,k=3,w=inv': 1.7766906137318057, 'eta=4.0,k=3,w=inv_sq': 1.69323485795263, 'eta=4.0,k=5,w=inv': 1.924326535073189, 'eta=4.0,k=5,w=inv_sq': 1.6676627204749452}"
lolo,17,joint_fp,selected_eta,2.0
