protocol,fold,method,key,value
lolo,1,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,1,pls_corridor,selected_n_components_candidate,10
lolo,1,pls_corridor,selected_n_components_actual,10
lolo,1,pls_corridor,cv_scores,"{2: 5.056181981411337, 3: 3.544329626353688, 4: 3.273692262816805, 6: 3.159838482361864, 8: 3.1443562420880937, 10: 3.1020711853961025}"
lolo,1,pls_corridor,n_features_after_drop,101
lolo,1,pls_corridor,n_train_locations,58
lolo,2,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,2,pls_corridor,selected_n_components_candidate,10
lolo,2,pls_corridor,selected_n_components_actual,10
lolo,2,pls_corridor,cv_scores,"{2: 5.106107194704682, 3: 3.5380694180521823, 4: 3.259531189094044, 6: 3.211036016166754, 8: 3.205300829693802, 10: 3.1460466046411315}"
lolo,2,pls_corridor,n_features_after_drop,101
lolo,2,pls_corridor,n_train_locations,58
lolo,3,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,3,pls_corridor,selected_n_components_candidate,10
lolo,3,pls_corridor,selected_n_components_actual,10
lolo,3,pls_corridor,cv_scores,"{2: 5.08698724776041, 3: 3.4971758937970403, 4: 3.2555532585253193, 6: 3.1778345583239713, 8: 3.1781208735199726, 10: 3.1407204259829395}"
lolo,3,pls_corridor,n_features_after_drop,102
lolo,3,pls_corridor,n_train_locations,58
lolo,4,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,4,pls_corridor,selected_n_components_candidate,10
lolo,4,pls_corridor,selected_n_components_actual,10
lolo,4,pls_corridor,cv_scores,"{2: 5.1065986324956105, 3: 3.473495087002394, 4: 3.260794955466912, 6: 3.208179096475177, 8: 3.1806621044776477, 10: 3.142406796175139}"
lolo,4,pls_corridor,n_features_after_drop,102
lolo,4,pls_corridor,n_train_locations,58
lolo,5,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,5,pls_corridor,selected_n_components_candidate,10
lolo,5,pls_corridor,selected_n_components_actual,10
lolo,5,pls_corridor,cv_scores,"{2: 5.123608692602869, 3: 3.4855234601641656, 4: 3.292309293392216, 6: 3.223270290351739, 8: 3.1698024591668164, 10: 3.1069952716413436}"
lolo,5,pls_corridor,n_features_after_drop,102
lolo,5,pls_corridor,n_train_locations,58
lolo,6,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,6,pls_corridor,selected_n_components_candidate,10
lolo,6,pls_corridor,selected_n_components_actual,10
lolo,6,pls_corridor,cv_scores,"{2: 5.069062658884112, 3: 3.4008115299340087, 4: 3.1752903615704984, 6: 3.0992067514400374, 8: 3.0227398675328563, 10: 2.9571637133420254}"
lolo,6,pls_corridor,n_features_after_drop,102
lolo,6,pls_corridor,n_train_locations,58
lolo,7,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,7,pls_corridor,selected_n_components_candidate,10
lolo,7,pls_corridor,selected_n_components_actual,10
lolo,7,pls_corridor,cv_scores,"{2: 5.042117913840704, 3: 3.4483106332467104, 4: 3.230953487449043, 6: 3.1962760184638714, 8: 3.0748690227047213, 10: 3.042529184689476}"
lolo,7,pls_corridor,n_features_after_drop,102
lolo,7,pls_corridor,n_train_locations,58
lolo,8,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,8,pls_corridor,selected_n_components_candidate,10
lolo,8,pls_corridor,selected_n_components_actual,10
lolo,8,pls_corridor,cv_scores,"{2: 5.018043567610981, 3: 3.451146338386641, 4: 3.267677792813278, 6: 3.23803594341576, 8: 3.115173997870546, 10: 3.087437741471781}"
lolo,8,pls_corridor,n_features_after_drop,102
lolo,8,pls_corridor,n_train_locations,58
lolo,9,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,9,pls_corridor,selected_n_components_candidate,10
lolo,9,pls_corridor,selected_n_components_actual,10
lolo,9,pls_corridor,cv_scores,"{2: 5.095810057955585, 3: 3.4876564380916593, 4: 3.197397389166347, 6: 3.2371395561013263, 8: 3.192471921730928, 10: 3.1416280338055507}"
lolo,9,pls_corridor,n_features_after_drop,101
lolo,9,pls_corridor,n_train_locations,58
lolo,10,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,10,pls_corridor,selected_n_components_candidate,10
lolo,10,pls_corridor,selected_n_components_actual,10
lolo,10,pls_corridor,cv_scores,"{2: 5.129551165965394, 3: 3.4929385412646288, 4: 3.2030121310901665, 6: 3.230185059858471, 8: 3.1618531984450864, 10: 3.0944825190806204}"
lolo,10,pls_corridor,n_features_after_drop,102
lolo,10,pls_corridor,n_train_locations,58
lolo,11,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,11,pls_corridor,selected_n_components_candidate,10
lolo,11,pls_corridor,selected_n_components_actual,10
lolo,11,pls_corridor,cv_scores,"{2: 5.089246325061042, 3: 3.491435415112295, 4: 3.2334546804755537, 6: 3.1848533368689864, 8: 3.1240420047482846, 10: 3.084910388636994}"
lolo,11,pls_corridor,n_features_after_drop,102
lolo,11,pls_corridor,n_train_locations,58
lolo,12,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,12,pls_corridor,selected_n_components_candidate,10
lolo,12,pls_corridor,selected_n_components_actual,10
lolo,12,pls_corridor,cv_scores,"{2: 5.109075840624523, 3: 3.495058431775125, 4: 3.2272853994001944, 6: 3.1644034455705876, 8: 3.122089887220856, 10: 3.1079807430728326}"
lolo,12,pls_corridor,n_features_after_drop,102
lolo,12,pls_corridor,n_train_locations,58
lolo,13,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,13,pls_corridor,selected_n_components_candidate,8
lolo,13,pls_corridor,selected_n_components_actual,8
lolo,13,pls_corridor,cv_scores,"{2: 5.1075939000547965, 3: 3.4821720452818377, 4: 3.194490113592527, 6: 3.1300184872392154, 8: 3.0826890608667696, 10: 3.0828568847223354}"
lolo,13,pls_corridor,n_features_after_drop,102
lolo,13,pls_corridor,n_train_locations,58
lolo,14,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,14,pls_corridor,selected_n_components_candidate,10
lolo,14,pls_corridor,selected_n_components_actual,10
lolo,14,pls_corridor,cv_scores,"{2: 5.1279075348644545, 3: 3.439866137909736, 4: 3.0780327642714416, 6: 3.0582425716457107, 8: 2.9568455600822166, 10: 2.94061502482533}"
lolo,14,pls_corridor,n_features_after_drop,102
lolo,14,pls_corridor,n_train_locations,58
lolo,15,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,15,pls_corridor,selected_n_components_candidate,8
lolo,15,pls_corridor,selected_n_components_actual,8
lolo,15,pls_corridor,cv_scores,"{2: 5.143281427549182, 3: 3.488237751461298, 4: 3.1663589624439776, 6: 3.125237999942917, 8: 3.0671384883397783, 10: 3.0707337550127467}"
lolo,15,pls_corridor,n_features_after_drop,102
lolo,15,pls_corridor,n_train_locations,58
lolo,16,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,16,pls_corridor,selected_n_components_candidate,8
lolo,16,pls_corridor,selected_n_components_actual,8
lolo,16,pls_corridor,cv_scores,"{2: 5.130557558660043, 3: 3.4667356041260304, 4: 3.159124709901788, 6: 3.060584986916227, 8: 3.0165517594452673, 10: 3.0415003541118546}"
lolo,16,pls_corridor,n_features_after_drop,102
lolo,16,pls_corridor,n_train_locations,58
lolo,17,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,17,pls_corridor,selected_n_components_candidate,8
lolo,17,pls_corridor,selected_n_components_actual,8
lolo,17,pls_corridor,cv_scores,"{2: 5.129509120523656, 3: 3.408854009140867, 4: 3.024587813614264, 6: 2.947849950710317, 8: 2.9281385185775624, 10: 2.9629493519967047}"
lolo,17,pls_corridor,n_features_after_drop,101
lolo,17,pls_corridor,n_train_locations,58
lolo,18,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,18,pls_corridor,selected_n_components_candidate,10
lolo,18,pls_corridor,selected_n_components_actual,10
lolo,18,pls_corridor,cv_scores,"{2: 5.158885914420107, 3: 3.529785882485417, 4: 3.218465257914658, 6: 3.193890264793808, 8: 3.1446508544933014, 10: 3.0187361263859867}"
lolo,18,pls_corridor,n_features_after_drop,102
lolo,18,pls_corridor,n_train_locations,58
lolo,19,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,19,pls_corridor,selected_n_components_candidate,6
lolo,19,pls_corridor,selected_n_components_actual,6
lolo,19,pls_corridor,cv_scores,"{2: 4.971620010772126, 3: 3.386493843587203, 4: 3.023183926178752, 6: 3.021349939573844, 8: 3.0890803319095634, 10: 3.119838414953644}"
lolo,19,pls_corridor,n_features_after_drop,102
lolo,19,pls_corridor,n_train_locations,58
lolo,20,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,20,pls_corridor,selected_n_components_candidate,6
lolo,20,pls_corridor,selected_n_components_actual,6
lolo,20,pls_corridor,cv_scores,"{2: 4.9156417545942865, 3: 3.3316251992714565, 4: 3.0055776368902882, 6: 3.0052077919882603, 8: 3.014806021844567, 10: 3.085900623570055}"
lolo,20,pls_corridor,n_features_after_drop,102
lolo,20,pls_corridor,n_train_locations,58
lolo,21,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,21,pls_corridor,selected_n_components_candidate,4
lolo,21,pls_corridor,selected_n_components_actual,4
lolo,21,pls_corridor,cv_scores,"{2: 4.973501388984404, 3: 3.3673096873361925, 4: 2.9473753861644796, 6: 2.9540599013341433, 8: 2.9604028352639538, 10: 3.074691556517931}"
lolo,21,pls_corridor,n_features_after_drop,102
lolo,21,pls_corridor,n_train_locations,58
lolo,22,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,22,pls_corridor,selected_n_components_candidate,4
lolo,22,pls_corridor,selected_n_components_actual,4
lolo,22,pls_corridor,cv_scores,"{2: 5.078311681361254, 3: 3.4485668884292107, 4: 2.9667166108978043, 6: 2.9672322001994433, 8: 2.978916314117372, 10: 3.0524251821241997}"
lolo,22,pls_corridor,n_features_after_drop,102
lolo,22,pls_corridor,n_train_locations,58
lolo,23,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,23,pls_corridor,selected_n_components_candidate,4
lolo,23,pls_corridor,selected_n_components_actual,4
lolo,23,pls_corridor,cv_scores,"{2: 5.1315373007930924, 3: 3.5132763384752828, 4: 3.003084306571727, 6: 3.023722777021665, 8: 3.0758364449822992, 10: 3.163388362136429}"
lolo,23,pls_corridor,n_features_after_drop,102
lolo,23,pls_corridor,n_train_locations,58
lolo,24,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,24,pls_corridor,selected_n_components_candidate,4
lolo,24,pls_corridor,selected_n_components_actual,4
lolo,24,pls_corridor,cv_scores,"{2: 5.088054919523129, 3: 3.471308373869344, 4: 2.953761690847537, 6: 2.9768389023548343, 8: 2.983871405500633, 10: 3.025282000700049}"
lolo,24,pls_corridor,n_features_after_drop,102
lolo,24,pls_corridor,n_train_locations,58
lolo,25,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,25,pls_corridor,selected_n_components_candidate,6
lolo,25,pls_corridor,selected_n_components_actual,6
lolo,25,pls_corridor,cv_scores,"{2: 5.212954819324857, 3: 3.577336499690137, 4: 3.0361966987057447, 6: 2.9285126612493415, 8: 2.9873764956057287, 10: 3.184347915061729}"
lolo,25,pls_corridor,n_features_after_drop,102
lolo,25,pls_corridor,n_train_locations,58
lolo,26,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,26,pls_corridor,selected_n_components_candidate,6
lolo,26,pls_corridor,selected_n_components_actual,6
lolo,26,pls_corridor,cv_scores,"{2: 5.240206933866482, 3: 3.5529354424608877, 4: 3.0330366976839502, 6: 2.9420776272042897, 8: 3.013099294996172, 10: 3.1096407239967503}"
lolo,26,pls_corridor,n_features_after_drop,102
lolo,26,pls_corridor,n_train_locations,58
lolo,27,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,27,pls_corridor,selected_n_components_candidate,6
lolo,27,pls_corridor,selected_n_components_actual,6
lolo,27,pls_corridor,cv_scores,"{2: 5.1767589190306875, 3: 3.5062819016701674, 4: 2.985808845746587, 6: 2.856232833829315, 8: 2.8710946374840307, 10: 2.8659355985375843}"
lolo,27,pls_corridor,n_features_after_drop,102
lolo,27,pls_corridor,n_train_locations,58
lolo,28,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,28,pls_corridor,selected_n_components_candidate,8
lolo,28,pls_corridor,selected_n_components_actual,8
lolo,28,pls_corridor,cv_scores,"{2: 5.168560582440925, 3: 3.5172618572921475, 4: 3.0961515049673753, 6: 2.9705732291211477, 8: 2.953278978411987, 10: 3.083616942417748}"
lolo,28,pls_corridor,n_features_after_drop,102
lolo,28,pls_corridor,n_train_locations,58
lolo,29,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,29,pls_corridor,selected_n_components_candidate,6
lolo,29,pls_corridor,selected_n_components_actual,6
lolo,29,pls_corridor,cv_scores,"{2: 5.169693934785946, 3: 3.508045828126527, 4: 3.062345280141913, 6: 2.9137880471469786, 8: 3.0189413338588724, 10: 3.1187566028072657}"
lolo,29,pls_corridor,n_features_after_drop,101
lolo,29,pls_corridor,n_train_locations,58
lolo,30,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,30,pls_corridor,selected_n_components_candidate,8
lolo,30,pls_corridor,selected_n_components_actual,8
lolo,30,pls_corridor,cv_scores,"{2: 5.156846313318081, 3: 3.5019900654338976, 4: 3.060602298081049, 6: 2.9226007886857053, 8: 2.914478941771363, 10: 3.111744664008068}"
lolo,30,pls_corridor,n_features_after_drop,102
lolo,30,pls_corridor,n_train_locations,58
lolo,31,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,31,pls_corridor,selected_n_components_candidate,6
lolo,31,pls_corridor,selected_n_components_actual,6
lolo,31,pls_corridor,cv_scores,"{2: 5.188709887467801, 3: 3.554508457773234, 4: 3.08671206922513, 6: 2.885414411984746, 8: 2.954742459009018, 10: 3.055534899320144}"
lolo,31,pls_corridor,n_features_after_drop,102
lolo,31,pls_corridor,n_train_locations,58
lolo,32,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,32,pls_corridor,selected_n_components_candidate,8
lolo,32,pls_corridor,selected_n_components_actual,8
lolo,32,pls_corridor,cv_scores,"{2: 5.184711777157125, 3: 3.5887227647707163, 4: 3.1545369366993645, 6: 2.9814921967738908, 8: 2.921076313635292, 10: 2.9782175676253972}"
lolo,32,pls_corridor,n_features_after_drop,102
lolo,32,pls_corridor,n_train_locations,58
lolo,33,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,33,pls_corridor,selected_n_components_candidate,6
lolo,33,pls_corridor,selected_n_components_actual,6
lolo,33,pls_corridor,cv_scores,"{2: 5.157063330192143, 3: 3.6251007058078333, 4: 3.161111990873194, 6: 3.0281632193362547, 8: 3.1147205408371343, 10: 3.246574124679466}"
lolo,33,pls_corridor,n_features_after_drop,101
lolo,33,pls_corridor,n_train_locations,58
lolo,34,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,34,pls_corridor,selected_n_components_candidate,6
lolo,34,pls_corridor,selected_n_components_actual,6
lolo,34,pls_corridor,cv_scores,"{2: 5.181537828481664, 3: 3.5907063060492193, 4: 3.161091922748125, 6: 3.0699047821270953, 8: 3.1425005044721734, 10: 3.2675269903586623}"
lolo,34,pls_corridor,n_features_after_drop,102
lolo,34,pls_corridor,n_train_locations,58
lolo,35,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,35,pls_corridor,selected_n_components_candidate,4
lolo,35,pls_corridor,selected_n_components_actual,4
lolo,35,pls_corridor,cv_scores,"{2: 5.208763817184353, 3: 3.543001494639755, 4: 3.045580440892296, 6: 3.046007087427716, 8: 3.1530713656047755, 10: 3.240208828489177}"
lolo,35,pls_corridor,n_features_after_drop,102
lolo,35,pls_corridor,n_train_locations,58
lolo,36,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,36,pls_corridor,selected_n_components_candidate,6
lolo,36,pls_corridor,selected_n_components_actual,6
lolo,36,pls_corridor,cv_scores,"{2: 5.196533151421477, 3: 3.580666298004582, 4: 3.009532560944739, 6: 2.9059002325908247, 8: 2.9992892525694157, 10: 3.0238257592272517}"
lolo,36,pls_corridor,n_features_after_drop,102
lolo,36,pls_corridor,n_train_locations,58
lolo,37,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,37,pls_corridor,selected_n_components_candidate,6
lolo,37,pls_corridor,selected_n_components_actual,6
lolo,37,pls_corridor,cv_scores,"{2: 5.200690282471887, 3: 3.534078380828486, 4: 2.9129228392958186, 6: 2.7894128511652414, 8: 2.911939015846365, 10: 2.9791296655015507}"
lolo,37,pls_corridor,n_features_after_drop,102
lolo,37,pls_corridor,n_train_locations,58
lolo,38,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,38,pls_corridor,selected_n_components_candidate,6
lolo,38,pls_corridor,selected_n_components_actual,6
lolo,38,pls_corridor,cv_scores,"{2: 5.1962020886883895, 3: 3.5396675181584447, 4: 2.8949349935166944, 6: 2.7548572810342744, 8: 2.8646729688534776, 10: 2.8586073292481013}"
lolo,38,pls_corridor,n_features_after_drop,102
lolo,38,pls_corridor,n_train_locations,58
lolo,39,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,39,pls_corridor,selected_n_components_candidate,10
lolo,39,pls_corridor,selected_n_components_actual,10
lolo,39,pls_corridor,cv_scores,"{2: 5.197281669334754, 3: 3.6223516063084227, 4: 2.9533529991167775, 6: 2.7852410447855234, 8: 2.806268262600578, 10: 2.7335391800355278}"
lolo,39,pls_corridor,n_features_after_drop,102
lolo,39,pls_corridor,n_train_locations,58
lolo,40,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,40,pls_corridor,selected_n_components_candidate,6
lolo,40,pls_corridor,selected_n_components_actual,6
lolo,40,pls_corridor,cv_scores,"{2: 5.2016107755598116, 3: 3.602266955819263, 4: 2.9572018327607235, 6: 2.8538351790962784, 8: 2.9529308513233494, 10: 2.934634463626187}"
lolo,40,pls_corridor,n_features_after_drop,102
lolo,40,pls_corridor,n_train_locations,58
lolo,41,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,41,pls_corridor,selected_n_components_candidate,6
lolo,41,pls_corridor,selected_n_components_actual,6
lolo,41,pls_corridor,cv_scores,"{2: 5.192889769834353, 3: 3.580495083264981, 4: 2.9747526098870596, 6: 2.8732920973881675, 8: 2.9975085668145187, 10: 2.98424916395769}"
lolo,41,pls_corridor,n_features_after_drop,102
lolo,41,pls_corridor,n_train_locations,58
lolo,42,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,42,pls_corridor,selected_n_components_candidate,6
lolo,42,pls_corridor,selected_n_components_actual,6
lolo,42,pls_corridor,cv_scores,"{2: 5.166604829962171, 3: 3.527050376566299, 4: 2.943120374470469, 6: 2.8219704708654803, 8: 2.911314092410902, 10: 2.908533238322449}"
lolo,42,pls_corridor,n_features_after_drop,102
lolo,42,pls_corridor,n_train_locations,58
lolo,43,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,43,pls_corridor,selected_n_components_candidate,6
lolo,43,pls_corridor,selected_n_components_actual,6
lolo,43,pls_corridor,cv_scores,"{2: 5.195152526585802, 3: 3.5759430955222684, 4: 2.994532457624673, 6: 2.8774807564482496, 8: 2.9719538314516805, 10: 2.981498878660484}"
lolo,43,pls_corridor,n_features_after_drop,102
lolo,43,pls_corridor,n_train_locations,58
lolo,44,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,44,pls_corridor,selected_n_components_candidate,6
lolo,44,pls_corridor,selected_n_components_actual,6
lolo,44,pls_corridor,cv_scores,"{2: 5.187546626660404, 3: 3.5655482685192323, 4: 2.9831606200103447, 6: 2.860718785330019, 8: 2.9400575427743516, 10: 2.91740379027727}"
lolo,44,pls_corridor,n_features_after_drop,102
lolo,44,pls_corridor,n_train_locations,58
lolo,45,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,45,pls_corridor,selected_n_components_candidate,6
lolo,45,pls_corridor,selected_n_components_actual,6
lolo,45,pls_corridor,cv_scores,"{2: 5.199690442161281, 3: 3.5450953912093586, 4: 2.952835292828125, 6: 2.8112037604756255, 8: 2.8581931501400017, 10: 2.917840392504404}"
lolo,45,pls_corridor,n_features_after_drop,102
lolo,45,pls_corridor,n_train_locations,58
lolo,46,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,46,pls_corridor,selected_n_components_candidate,6
lolo,46,pls_corridor,selected_n_components_actual,6
lolo,46,pls_corridor,cv_scores,"{2: 5.095332759039625, 3: 3.4932055256589605, 4: 2.9017681347539606, 6: 2.678395891115207, 8: 2.815237110726549, 10: 2.978826529023601}"
lolo,46,pls_corridor,n_features_after_drop,102
lolo,46,pls_corridor,n_train_locations,58
lolo,47,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,47,pls_corridor,selected_n_components_candidate,6
lolo,47,pls_corridor,selected_n_components_actual,6
lolo,47,pls_corridor,cv_scores,"{2: 5.104721494552601, 3: 3.516268454114134, 4: 2.9223515325522547, 6: 2.7214890585512754, 8: 2.83070178996677, 10: 2.9716783629680816}"
lolo,47,pls_corridor,n_features_after_drop,102
lolo,47,pls_corridor,n_train_locations,58
lolo,48,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,48,pls_corridor,selected_n_components_candidate,10
lolo,48,pls_corridor,selected_n_components_actual,10
lolo,48,pls_corridor,cv_scores,"{2: 5.08725114081331, 3: 3.573090153536976, 4: 3.05868918076633, 6: 2.8666614577749137, 8: 2.8701223414008856, 10: 2.851634584052746}"
lolo,48,pls_corridor,n_features_after_drop,102
lolo,48,pls_corridor,n_train_locations,58
lolo,49,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,49,pls_corridor,selected_n_components_candidate,6
lolo,49,pls_corridor,selected_n_components_actual,6
lolo,49,pls_corridor,cv_scores,"{2: 5.079384014535586, 3: 3.5766950779750513, 4: 3.0522648971831567, 6: 2.767815405704421, 8: 2.824966778341808, 10: 2.847386275162752}"
lolo,49,pls_corridor,n_features_after_drop,102
lolo,49,pls_corridor,n_train_locations,58
lolo,50,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,50,pls_corridor,selected_n_components_candidate,6
lolo,50,pls_corridor,selected_n_components_actual,6
lolo,50,pls_corridor,cv_scores,"{2: 5.124988095476727, 3: 3.54134347808113, 4: 3.025031940208735, 6: 2.8473804577048285, 8: 2.9774964253439236, 10: 3.0824545361445588}"
lolo,50,pls_corridor,n_features_after_drop,102
lolo,50,pls_corridor,n_train_locations,58
lolo,51,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,51,pls_corridor,selected_n_components_candidate,6
lolo,51,pls_corridor,selected_n_components_actual,6
lolo,51,pls_corridor,cv_scores,"{2: 5.139788492347611, 3: 3.5585379308160032, 4: 2.9901784099511413, 6: 2.8324695400557207, 8: 3.0054067681744234, 10: 3.134444077356443}"
lolo,51,pls_corridor,n_features_after_drop,102
lolo,51,pls_corridor,n_train_locations,58
lolo,52,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,52,pls_corridor,selected_n_components_candidate,6
lolo,52,pls_corridor,selected_n_components_actual,6
lolo,52,pls_corridor,cv_scores,"{2: 5.132517822100737, 3: 3.5539314910564235, 4: 2.991753105388116, 6: 2.8059800675943958, 8: 2.9268755871556036, 10: 2.991064749353284}"
lolo,52,pls_corridor,n_features_after_drop,102
lolo,52,pls_corridor,n_train_locations,58
lolo,53,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,53,pls_corridor,selected_n_components_candidate,6
lolo,53,pls_corridor,selected_n_components_actual,6
lolo,53,pls_corridor,cv_scores,"{2: 5.160502331519459, 3: 3.460195313428268, 4: 2.8105026164715996, 6: 2.7220347381674865, 8: 2.944868767003471, 10: 3.0877417662045974}"
lolo,53,pls_corridor,n_features_after_drop,102
lolo,53,pls_corridor,n_train_locations,58
lolo,54,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,54,pls_corridor,selected_n_components_candidate,6
lolo,54,pls_corridor,selected_n_components_actual,6
lolo,54,pls_corridor,cv_scores,"{2: 5.147887026143019, 3: 3.4137842261027127, 4: 2.7568208809471395, 6: 2.5895710764363318, 8: 2.67291678834238, 10: 2.6772415318782397}"
lolo,54,pls_corridor,n_features_after_drop,102
lolo,54,pls_corridor,n_train_locations,58
lolo,55,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,55,pls_corridor,selected_n_components_candidate,6
lolo,55,pls_corridor,selected_n_components_actual,6
lolo,55,pls_corridor,cv_scores,"{2: 5.091903518616155, 3: 3.4979369159385767, 4: 2.910555452529842, 6: 2.8087481858446184, 8: 2.961516290258408, 10: 3.058860617321659}"
lolo,55,pls_corridor,n_features_after_drop,102
lolo,55,pls_corridor,n_train_locations,58
lolo,56,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,56,pls_corridor,selected_n_components_candidate,6
lolo,56,pls_corridor,selected_n_components_actual,6
lolo,56,pls_corridor,cv_scores,"{2: 4.9741176452221385, 3: 3.3949764553366553, 4: 2.8297329501320987, 6: 2.6864986811642413, 8: 2.8662550052839433, 10: 2.933837562523624}"
lolo,56,pls_corridor,n_features_after_drop,102
lolo,56,pls_corridor,n_train_locations,58
lolo,57,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,57,pls_corridor,selected_n_components_candidate,6
lolo,57,pls_corridor,selected_n_components_actual,6
lolo,57,pls_corridor,cv_scores,"{2: 5.119790014092311, 3: 3.4733006036875222, 4: 2.9250083469896953, 6: 2.6776936292750073, 8: 2.6944907631681163, 10: 2.692215424489834}"
lolo,57,pls_corridor,n_features_after_drop,102
lolo,57,pls_corridor,n_train_locations,58
lolo,58,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,58,pls_corridor,selected_n_components_candidate,6
lolo,58,pls_corridor,selected_n_components_actual,6
lolo,58,pls_corridor,cv_scores,"{2: 4.950411441764218, 3: 3.4806623163655614, 4: 2.8999479737611686, 6: 2.7259457342610216, 8: 2.8733161988932716, 10: 2.9367619342611637}"
lolo,58,pls_corridor,n_features_after_drop,102
lolo,58,pls_corridor,n_train_locations,58
lolo,59,pls_corridor,component_grid,"[2, 3, 4, 6, 8, 10]"
lolo,59,pls_corridor,selected_n_components_candidate,10
lolo,59,pls_corridor,selected_n_components_actual,10
lolo,59,pls_corridor,cv_scores,"{2: 5.034758196652436, 3: 3.444869625757429, 4: 2.9775731383532724, 6: 2.6441214381428924, 8: 2.637278737762159, 10: 2.6312437588555606}"
lolo,59,pls_corridor,n_features_after_drop,102
lolo,59,pls_corridor,n_train_locations,58
lolo,1,ordinal_corridor,selected_m,12
lolo,1,ordinal_corridor,selected_C,1.0
lolo,1,ordinal_corridor,cv_scores,"{(8, 0.1): 6.762069422241037, (8, 1.0): 6.797804462217131, (8, 10.0): 6.915140960343323, (12, 0.1): 5.601803046177823, (12, 1.0): 5.553751644149984, (12, 10.0): 5.6072477684828}"
lolo,1,ordinal_corridor,n_degenerate_thresholds,0
lolo,2,ordinal_corridor,selected_m,12
