method,fold,location_p,error,true_x,true_y
wcl_linpower,forward_to_backward,5,3.0684389670025936,24,0
wcl_linpower,forward_to_backward,6,1.0332697477263724,22,0
wcl_linpower,forward_to_backward,7,1.486501463946235,20,0
wcl_linpower,forward_to_backward,8,0.18154247728227607,18,0
wcl_linpower,forward_to_backward,9,0.435991888361059,16,0
wcl_linpower,forward_to_backward,10,0.45947496342860367,14,0
wcl_linpower,forward_to_backward,11,1.8485852294239116,12,0
wcl_linpower,forward_to_backward,12,1.2183127946358032,10,0
wcl_linpower,forward_to_backward,13,1.6810218423750578,8,0
wcl_linpower,forward_to_backward,14,3.902380407762841,6,0
wcl_linpower,forward_to_backward,15,5.136757914069673,4,0
wcl_linpower,forward_to_backward,16,8.230175352856326,2,0
wcl_linpower,forward_to_backward,17,11.660858287598295,0,0
wcl_linpower,forward_to_backward,18,4.9075601157256274,0,2
wcl_linpower,forward_to_backward,19,9.742138662047077,0,4
wcl_linpower,forward_to_backward,20,9.443247684580427,0,6
wcl_linpower,forward_to_backward,21,8.34831045637737,0,8
wcl_linpower,forward_to_backward,22,5.728900750885716,0,10
wcl_linpower,forward_to_backward,23,3.74189699300746,0,12
wcl_linpower,forward_to_backward,24,2.4880912992403115,0,14
wcl_linpower,forward_to_backward,25,1.0490581282543094,0,16
wcl_linpower,forward_to_backward,26,2.5189277251600624,0,18
wcl_linpower,forward_to_backward,27,3.876199418294473,0,20
wcl_linpower,forward_to_backward,28,4.65773721647403,0,22
wcl_linpower,forward_to_backward,29,1.256549266938655,0,24
wcl_linpower,forward_to_backward,30,1.6557432074669596,0,26
wcl_linpower,forward_to_backward,31,0.8087198080966457,0,28
wcl_linpower,forward_to_backward,32,1.8141032671394854,0,30
wcl_linpower,forward_to_backward,33,1.6684671354078817,0,32
wcl_linpower,forward_to_backward,34,3.795862288860809,0,34
wcl_linpower,forward_to_backward,35,4.984725692964111,0,36
wcl_linpower,forward_to_backward,36,3.171291973038846,0,38
wcl_linpower,forward_to_backward,37,3.7717380114552572,0,40
wcl_linpower,forward_to_backward,38,2.033900073886775,0,42
wcl_linpower,forward_to_backward,39,1.1530428480542707,0,44
wcl_linpower,forward_to_backward,40,2.1487341840287115,0,46
wcl_linpower,forward_to_backward,41,4.210910505552688,0,48
wcl_linpower,forward_to_backward,42,5.862659213970596,0,50
wcl_linpower,forward_to_backward,43,3.4794418153987334,0,52
wcl_linpower,forward_to_backward,44,5.037885469700136,0,54
wcl_linpower,forward_to_backward,45,5.523670668603135,0,56
wcl_linpower,forward_to_backward,46,5.1368336587886665,2,56
wcl_linpower,forward_to_backward,47,2.8167943200803895,4,56
wcl_linpower,forward_to_backward,48,1.1261082066504262,6,56
wcl_linpower,forward_to_backward,49,2.0298789752848307,8,56
wcl_linpower,forward_to_backward,50,1.4726948802242184,10,56
wcl_linpower,forward_to_backward,51,1.240211112729456,12,56
wcl_linpower,forward_to_backward,52,0.7010689256082908,14,56
wcl_linpower,forward_to_backward,53,0.33045589300164335,16,56
wcl_linpower,forward_to_backward,54,2.840965476655072,18,56
wcl_linpower,forward_to_backward,55,3.061039688656567,20,56
wcl_linpower,forward_to_backward,56,2.3491818591800357,22,56
wcl_linpower,forward_to_backward,57,2.087395573568065,24,56
wcl_linpower,forward_to_backward,58,1.3568604269753581,26,56
wcl_linpower,forward_to_backward,59,3.052584536221799,28,56
wcl_powerdomain,forward_to_backward,1,2.521122402712082,32,0
wcl_powerdomain,forward_to_backward,2,7.094744305861339,30,0
wcl_powerdomain,forward_to_backward,3,5.442401765228897,28,0
wcl_powerdomain,forward_to_backward,4,4.54578953740138,26,0
wcl_powerdomain,forward_to_backward,5,3.092761478685413,24,0
wcl_powerdomain,forward_to_backward,6,0.9983223890500509,22,0
wcl_powerdomain,forward_to_backward,7,1.7362202901905837,20,0
wcl_powerdomain,forward_to_backward,8,2.810494928217234,18,0
wcl_powerdomain,forward_to_backward,9,0.17684950769291258,16,0
wcl_powerdomain,forward_to_backward,10,0.9564407008643724,14,0
wcl_powerdomain,forward_to_backward,11,2.105289605653662,12,0
wcl_powerdomain,forward_to_backward,12,1.19170125762999,10,0
wcl_powerdomain,forward_to_backward,13,1.6814203252920394,8,0
wcl_powerdomain,forward_to_backward,14,3.962632533778379,6,0
wcl_powerdomain,forward_to_backward,15,5.143062900677329,4,0
wcl_powerdomain,forward_to_backward,16,12.169324421571217,2,0
wcl_powerdomain,forward_to_backward,17,11.162391644024266,0,0
wcl_powerdomain,forward_to_backward,18,2.502155048074334,0,2
wcl_powerdomain,forward_to_backward,19,9.018627421043963,0,4
wcl_powerdomain,forward_to_backward,20,9.414810736072134,0,6
wcl_powerdomain,forward_to_backward,21,7.795055211988487,0,8
wcl_powerdomain,forward_to_backward,22,5.696233203862501,0,10
wcl_powerdomain,forward_to_backward,23,3.7083640346278948,0,12
wcl_powerdomain,forward_to_backward,24,2.7426377214158966,0,14
wcl_powerdomain,forward_to_backward,25,1.051656436567231,0,16
wcl_powerdomain,forward_to_backward,26,2.5356979339052947,0,18
wcl_powerdomain,forward_to_backward,27,3.8479204223033063,0,20
wcl_powerdomain,forward_to_backward,28,4.848735691432658,0,22
wcl_powerdomain,forward_to_backward,29,1.9842188794627347,0,24
wcl_powerdomain,forward_to_backward,30,2.1306346477315845,0,26
wcl_powerdomain,forward_to_backward,31,0.6384496169421908,0,28
wcl_powerdomain,forward_to_backward,32,2.814764938962698,0,30
wcl_powerdomain,forward_to_backward,33,1.704081016339106,0,32
wcl_powerdomain,forward_to_backward,34,3.791007693029122,0,34
wcl_powerdomain,forward_to_backward,35,4.823649448504289,0,36
wcl_powerdomain,forward_to_backward,36,5.721120598101986,0,38
