method,held_out,error,true_x,true_y
multiband_wcl,36,6.365924388046762,0.0,38.0
multiband_wcl,37,1.030627818933673,0.0,40.0
multiband_wcl,38,1.140235909757662,0.0,42.0
multiband_wcl,39,3.2715507928566083,0.0,44.0
multiband_wcl,40,2.8991774251945817,0.0,46.0
multiband_wcl,41,6.420008034534015,0.0,48.0
multiband_wcl,42,11.259705873366286,0.0,50.0
multiband_wcl,43,5.84029609777316,0.0,52.0
multiband_wcl,44,5.220818826205524,0.0,54.0
multiband_wcl,45,6.049168161772026,0.0,56.0
multiband_wcl,46,4.235152034283111,2.0,56.0
multiband_wcl,47,2.8840111046361345,4.0,56.0
multiband_wcl,48,3.485320517336594,6.0,56.0
multiband_wcl,49,2.4608156051740826,8.0,56.0
multiband_wcl,50,3.5728609543292804,10.0,56.0
multiband_wcl,51,3.847503327093345,12.0,56.0
multiband_wcl,52,1.7576463914304874,14.0,56.0
multiband_wcl,53,1.5681216464467382,16.0,56.0
multiband_wcl,54,3.7417045624533802,18.0,56.0
multiband_wcl,55,3.844585181739809,20.0,56.0
multiband_wcl,56,2.352015756490376,22.0,56.0
multiband_wcl,57,2.06123155659537,24.0,56.0
multiband_wcl,58,1.3568343458546344,26.0,56.0
multiband_wcl,59,2.959081786600487,28.0,56.0
pbl,1,2.1470910553583873,32.0,0.0
pbl,2,9.2655275079188,30.0,0.0
pbl,3,7.283543093852057,28.0,0.0
pbl,4,5.315072906367324,26.0,0.0
pbl,5,3.3837848631377256,24.0,0.0
pbl,6,1.6278820596099701,22.0,0.0
pbl,7,1.360147050873545,20.0,0.0
pbl,8,3.0083217912982656,18.0,0.0
pbl,9,6.972087205421344,16.0,0.0
pbl,10,5.000999900019996,14.0,0.0
pbl,11,3.0675723300355937,12.0,0.0
pbl,12,1.3453624047073713,10.0,0.0
pbl,13,1.4866068747318502,8.0,0.0
pbl,14,3.2572994949804657,6.0,0.0
pbl,15,5.197114584074513,4.0,0.0
pbl,16,7.170076708097341,2.0,0.0
pbl,17,15.632018423735305,0.0,0.0
pbl,18,13.636715146984628,0.0,2.0
pbl,19,11.643023662262308,0.0,4.0
pbl,20,9.651942809610922,0.0,6.0
pbl,21,7.66550715869472,0.0,8.0
pbl,22,5.688585061331157,0.0,10.0
pbl,23,3.7363083384538807,0.0,12.0
pbl,24,1.8867962264113205,0.0,14.0
pbl,25,1.077032961426901,0.0,16.0
pbl,26,2.6,0.0,18.0
pbl,27,4.512205669071391,0.0,20.0
pbl,28,6.47765389628066,0.0,22.0
pbl,29,8.459314393022641,0.0,24.0
pbl,30,4.805205510693584,0.0,26.0
pbl,31,2.879236009777593,0.0,28.0
pbl,32,1.2206555615733699,0.0,30.0
pbl,33,1.6401219466856731,0.0,32.0
pbl,34,3.4481879299133342,0.0,34.0
pbl,35,5.3935146240647205,0.0,36.0
pbl,36,7.368174807915459,0.0,38.0
pbl,37,4.317406628984584,0.0,40.0
pbl,38,2.4166091947189168,0.0,42.0
pbl,39,1.0198039027185575,0.0,44.0
pbl,40,2.0591260281973973,0.0,46.0
pbl,41,3.9293765408776973,0.0,48.0
pbl,42,5.885575587824862,0.0,50.0
pbl,43,7.863841300534997,0.0,52.0
pbl,44,5.661271941887263,0.0,54.0
pbl,45,4.780167361086847,0.0,56.0
pbl,46,2.906888370749725,2.0,56.0
pbl,47,1.4317821063276326,4.0,56.0
pbl,48,1.9104973174542783,6.0,56.0
pbl,49,3.6400549446402586,8.0,56.0
pbl,50,3.66742416417845,10.0,56.0
pbl,51,1.7464249196572987,12.0,56.0
pbl,52,0.8062257748298576,14.0,56.0
pbl,53,2.500000000000001,16.0,56.0
pbl,54,7.808969202141854,18.0,56.0
pbl,55,5.8463663928973855,20.0,56.0
pbl,56,3.921734310225514,22.0,56.0
pbl,57,2.1400934559032674,24.0,56.0
pbl,58,1.3341664064126308,26.0,56.0
pbl,59,2.6419689627245804,28.0,56.0
rank_fp,1,3.0428026878468195,32.0,0.0
rank_fp,2,0.24278209651572524,30.0,0.0
rank_fp,3,1.566785292385287,28.0,0.0
rank_fp,4,0.6858331166280713,26.0,0.0
rank_fp,5,0.9338685656622836,24.0,0.0
rank_fp,6,2.6944048319216236,22.0,0.0
rank_fp,7,0.862901518485689,20.0,0.0
rank_fp,8,1.3836211876302755,18.0,0.0
rank_fp,9,1.3709266788765753,16.0,0.0
rank_fp,10,1.8614924897429823,14.0,0.0
rank_fp,11,0.2688310753647656,12.0,0.0
rank_fp,12,0.32749104598133094,10.0,0.0
rank_fp,13,0.8058234743709143,8.0,0.0
rank_fp,14,1.2058244095296367,6.0,0.0
rank_fp,15,1.2089356495748311,4.0,0.0
rank_fp,16,1.0822265592802784,2.0,0.0
rank_fp,17,8.156398529277784,0.0,0.0
rank_fp,18,1.3667069559807938,0.0,2.0
rank_fp,19,2.703091683669961,0.0,4.0
rank_fp,20,1.7920797373470725,0.0,6.0
rank_fp,21,0.01821737625598452,0.0,8.0
rank_fp,22,1.3134336939805493,0.0,10.0
rank_fp,23,3.6197819831034863,0.0,12.0
rank_fp,24,0.3015133630925302,0.0,14.0
rank_fp,25,4.227942757750116,0.0,16.0
rank_fp,26,1.0317772795056683,0.0,18.0
rank_fp,27,1.3600981163271264,0.0,20.0
rank_fp,28,3.9029799238244927,0.0,22.0
rank_fp,29,1.0879285405175239,0.0,24.0
rank_fp,30,1.6466381375850467,0.0,26.0
rank_fp,31,1.450109985765902,0.0,28.0
rank_fp,32,2.1588005806013726,0.0,30.0
rank_fp,33,3.874730720067948,0.0,32.0
rank_fp,34,4.1261539484785885,0.0,34.0
rank_fp,35,1.9327948707688165,0.0,36.0
rank_fp,36,1.3462751227569711,0.0,38.0
rank_fp,37,1.0257319767058917,0.0,40.0
rank_fp,38,1.2444700912005757,0.0,42.0
rank_fp,39,3.722994775682409,0.0,44.0
rank_fp,40,1.9558958709224186,0.0,46.0
rank_fp,41,1.2473940904516851,0.0,48.0
rank_fp,42,1.2517359861852668,0.0,50.0
rank_fp,43,0.9757637517295237,0.0,52.0
rank_fp,44,1.5311807394684394,0.0,54.0
rank_fp,45,29.42708525414726,0.0,56.0
rank_fp,46,1.9997258679033871,2.0,56.0
rank_fp,47,0.3409831751272572,4.0,56.0
rank_fp,48,1.1357609109360567,6.0,56.0
rank_fp,49,0.7773637161069633,8.0,56.0
rank_fp,50,33.60253570043034,10.0,56.0
rank_fp,51,1.2736992940338432,12.0,56.0
rank_fp,52,0.42970459941816586,14.0,56.0
rank_fp,53,1.6881982771766655,16.0,56.0
rank_fp,54,1.3782967580682595,18.0,56.0
rank_fp,55,0.6912541458551296,20.0,56.0
rank_fp,56,1.2866638188715918,22.0,56.0
rank_fp,57,1.1160280594196337,24.0,56.0
rank_fp,58,1.1566398467213652,26.0,56.0
rank_fp,59,3.349070406820072,28.0,56.0
studentt_fp,1,2.006720091493225,32.0,0.0
studentt_fp,2,1.9221947605595346,30.0,0.0
studentt_fp,3,0.6476309164480725,28.0,0.0
studentt_fp,4,1.1912996861543768,26.0,0.0
studentt_fp,5,1.9603237195350367,24.0,0.0
studentt_fp,6,1.858360692470562,22.0,0.0
studentt_fp,7,1.9997247553249373,20.0,0.0
studentt_fp,8,1.9098175928574896,18.0,0.0
studentt_fp,9,2.3878134651846565,16.0,0.0
studentt_fp,10,1.843122687670805,14.0,0.0
studentt_fp,11,0.650568299600943,12.0,0.0
studentt_fp,12,1.997768855801155,10.0,0.0
studentt_fp,13,1.9818898997222778,8.0,0.0
studentt_fp,14,3.560552436591994,6.0,0.0
studentt_fp,15,1.1151292424120576,4.0,0.0
studentt_fp,16,1.898420720424687,2.0,0.0
studentt_fp,17,1.9466012334065863,0.0,0.0
studentt_fp,18,1.9999705684181643,0.0,2.0
studentt_fp,19,2.0000770441490827,0.0,4.0
studentt_fp,20,2.870702959000415,0.0,6.0
studentt_fp,21,4.14956891913318,0.0,8.0
studentt_fp,22,1.3538849680089058,0.0,10.0
studentt_fp,23,2.6120876624031872,0.0,12.0
studentt_fp,24,4.01736457722456,0.0,14.0
studentt_fp,25,5.515968337322633,0.0,16.0
studentt_fp,26,1.0771334283456753,0.0,18.0
studentt_fp,27,6.656924675743595,0.0,20.0
studentt_fp,28,5.027462411465759,0.0,22.0
studentt_fp,29,1.9737487560800453,0.0,24.0
studentt_fp,30,1.6380346820435676,0.0,26.0
studentt_fp,31,2.0000000043206185,0.0,28.0
studentt_fp,32,3.9991626255465462,0.0,30.0
studentt_fp,33,3.4614278765828494,0.0,32.0
studentt_fp,34,7.925268381494359,0.0,34.0
studentt_fp,35,3.6984494060089474,0.0,36.0
studentt_fp,36,2.0002957494596885,0.0,38.0
