method,fold,ave,median,p90,within_2m,max,std,ci_lo,ci_hi,delta_vs_wcl,delta_vs_wcl_lo,delta_vs_wcl_hi,delta_vs_gp_corridor,delta_vs_gp_corridor_lo,delta_vs_gp_corridor_hi,status
wcl_virtual_ap,forward_to_backward,4.130148200168976,3.2572994953600576,7.7964387439856,0.2711864406779661,15.63190076129923,2.963188671739858,3.382409718665711,4.924656727119082,0.6176495031192127,0.20594128430548955,1.0670498213918134,3.2306746611809363,2.4405734905388594,4.004024838491474,ok
wcl,forward_to_backward,3.512498697049763,2.814764938962698,6.091042791767084,0.3050847457627119,12.169324421571217,2.536419996222908,2.88822526605041,4.1591944609849625,0.0,0.0,0.0,2.6130251580617236,1.9357122960986042,3.2711534415455454,ok
gp_corridor,forward_to_backward,0.8994735389880395,0.660703536034319,2.3223996128880637,0.8813559322033898,4.167567003167612,0.8445011483168606,0.6945097356070128,1.1304361744564215,-2.6130251580617236,-3.2711534415455454,-1.9357122960986042,0.0,0.0,0.0,ok
wcl_virtual_ap,backward_to_forward,4.372599228457655,3.7363083391009075,8.357041340522999,0.23728813559322035,13.636324771511015,2.8121526869309115,3.6557399050089057,5.056225679741674,0.8040560435718195,0.38964658345890424,1.2466474784294639,3.254791759144093,2.526154490218859,3.897355842209043,ok
wcl,backward_to_forward,3.568543184885835,3.220260992871159,6.476291358349477,0.3220338983050847,11.850898243554452,2.423180435615186,2.97788947243182,4.210161564139208,0.0,0.0,0.0,2.450735715572274,1.924177162150893,3.010930848966504,ok
gp_corridor,backward_to_forward,1.1178074693135611,0.889186170646532,2.4369081173364835,0.8135593220338984,4.755726332956485,0.9610602538989527,0.8770812806194651,1.3933457690016302,-2.450735715572274,-3.010930848966504,-1.924177162150893,0.0,0.0,0.0,ok
